<string>:12: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
[2026-04-10T03:40:17.805553Z] ============================================================
[2026-04-10T03:40:17.805685Z] 🔍 Starting BTC Multi-Timeframe Alignment Monitor
[2026-04-10T16:03:18.169258Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:04:18.169503Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:05:18.169767Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:06:18.170024Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:07:18.170282Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:08:18.170545Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:09:18.170814Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:10:18.171080Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:11:18.171336Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:12:18.171617Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:13:18.171923Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:14:18.172202Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:15:18.172488Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:16:18.172750Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:17:18.173012Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:18:18.173284Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:19:18.173572Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:20:18.173846Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:21:18.174115Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:22:18.174410Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:23:18.174682Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:24:18.174948Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:25:18.175227Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:26:18.175488Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:27:18.175776Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:28:18.176058Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:29:18.176353Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:30:18.176639Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:31:18.176908Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:32:18.177177Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:33:18.177477Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:34:18.177757Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:35:18.178040Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:36:18.178352Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:37:18.178631Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:38:18.178897Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:39:18.179181Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:40:18.179459Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:41:18.179699Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:42:18.179972Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:43:18.180251Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:44:18.180536Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:45:18.181443Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:46:18.181775Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:47:18.182088Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:48:18.182393Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:49:18.182686Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:50:18.182963Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:51:18.183291Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:52:18.183602Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:53:18.183912Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:54:18.184209Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:55:18.184500Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:56:18.184800Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:57:18.185101Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:58:18.185401Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:59:18.185682Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:00:18.185965Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:01:18.186270Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:02:18.186567Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:03:18.186843Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:04:18.187151Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:05:18.187513Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:06:18.188505Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:07:18.189016Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:08:18.189320Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:09:18.189624Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:10:18.189917Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:11:18.190198Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:12:18.190498Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:13:18.190833Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:14:18.191235Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:15:18.191498Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:16:18.191772Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:17:18.192122Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:18:18.192400Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:19:18.192693Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:20:18.192984Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:21:18.193281Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:22:18.193615Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:23:18.202990Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:24:18.203262Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:25:18.203552Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:26:18.203825Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:27:18.204128Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:28:18.204447Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:29:18.204777Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:30:18.205072Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:31:18.205369Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:32:18.205673Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:33:18.205966Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:34:18.206271Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:35:18.206603Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:36:18.216061Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:37:18.216354Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:38:18.216689Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:39:18.217028Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:40:18.217308Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:41:18.217630Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:42:18.217935Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:43:18.218180Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:44:18.218497Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:45:18.218837Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:46:18.219139Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:47:18.219429Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:48:18.219697Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:49:18.220005Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:50:18.220301Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:51:18.220590Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:52:18.220889Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:53:18.221190Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:54:18.221529Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:55:18.221818Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:56:18.222113Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:57:18.222812Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:58:18.223128Z] ❌ Error: No module named 'kai_api'
[2026-04-10T17:59:18.223509Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:00:18.223794Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:01:18.224060Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:02:18.224346Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:03:18.224670Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:04:18.224962Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:05:18.225246Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:06:18.225492Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:07:18.225773Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:08:18.226066Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:09:18.226380Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:10:18.226667Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:11:18.226975Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:12:18.227308Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:13:18.227606Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:14:18.227895Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:15:18.228211Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:16:18.228491Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:17:18.228777Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:18:18.229066Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:19:18.229350Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:20:18.229614Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:21:18.229896Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:22:18.230192Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:23:18.230514Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:24:18.230776Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:25:18.231044Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:26:18.231319Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:27:18.231621Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:28:18.231901Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:29:18.232170Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:30:18.232435Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:31:18.241810Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:32:18.252045Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:33:18.252319Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:34:18.252615Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:35:18.252871Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:36:18.253142Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:37:18.253447Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:38:18.253728Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:39:18.253980Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:40:18.254265Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:41:18.254615Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:42:18.254898Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:43:18.255191Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:44:18.255643Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:45:18.255925Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:46:18.256186Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:47:18.256461Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:48:18.265819Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:49:18.266076Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:50:18.266369Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:51:18.266673Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:52:18.266974Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:53:18.267329Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:54:18.267660Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:55:18.268019Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:56:18.268326Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:57:18.268611Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:58:18.268873Z] ❌ Error: No module named 'kai_api'
[2026-04-10T18:59:18.269136Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:00:18.269396Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:01:18.269691Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:02:18.270056Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:03:18.270349Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:04:18.270615Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:05:18.270890Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:06:18.271193Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:07:18.271475Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:08:18.271777Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:09:18.272090Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:10:18.272388Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:11:18.272671Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:12:18.272952Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:13:18.273239Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:14:18.273546Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:15:18.273819Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:16:18.274080Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:17:18.274374Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:18:18.274663Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:19:18.274950Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:20:18.275227Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:21:18.275511Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:22:18.276491Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:23:18.276788Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:24:18.277097Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:25:18.277423Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:26:18.277823Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:27:18.278124Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:28:18.278425Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:29:18.278707Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:30:18.279011Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:31:18.279398Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:32:18.279739Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:33:18.280051Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:34:18.280424Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:35:18.280755Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:36:18.281071Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:37:18.281455Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:38:18.281729Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:39:18.281980Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:40:18.282247Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:41:18.282522Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:42:18.282848Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:43:18.283170Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:44:18.283462Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:45:18.283751Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:46:18.284057Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:47:18.284374Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:48:18.284675Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:49:18.284985Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:50:18.285292Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:51:18.285590Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:52:18.285848Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:53:18.286106Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:54:18.286364Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:55:18.295679Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:56:18.296001Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:57:18.296276Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:58:18.296535Z] ❌ Error: No module named 'kai_api'
[2026-04-10T19:59:18.296810Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:00:18.297501Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:01:18.298517Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:02:18.298807Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:03:18.299103Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:04:18.299489Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:05:18.299763Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:06:18.300036Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:07:18.300306Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:08:18.300612Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:09:18.300876Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:10:18.301118Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:11:18.301389Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:12:18.301637Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:13:18.301905Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:14:18.302169Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:15:18.302440Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:16:18.302701Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:17:18.302959Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:18:18.303247Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:19:18.303483Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:20:18.303783Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:21:18.304030Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:22:18.304284Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:23:18.304615Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:24:18.304916Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:25:18.305200Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:26:18.305490Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:27:18.305783Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:28:18.306084Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:29:18.306450Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:30:18.306761Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:31:18.307081Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:32:18.307418Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:33:18.307723Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:34:18.308033Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:35:18.308311Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:36:18.308618Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:37:18.308935Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:38:18.309226Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:39:18.310238Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:40:18.310713Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:41:18.311041Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:42:18.311380Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:43:18.311680Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:44:18.311947Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:45:18.312207Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:46:18.312505Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:47:18.312820Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:48:18.313117Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:49:18.313403Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:50:18.313672Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:51:18.313935Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:52:18.314203Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:53:18.314605Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:54:18.314854Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:55:18.315134Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:56:18.315421Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:57:18.315700Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:58:18.315979Z] ❌ Error: No module named 'kai_api'
[2026-04-10T20:59:18.316278Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:00:18.316617Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:01:18.316919Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:02:18.317201Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:03:18.317478Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:04:18.317771Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:05:18.318044Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:06:18.318326Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:07:18.318626Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:08:18.318924Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:09:18.319209Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:10:18.328549Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:11:18.328863Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:12:18.329170Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:13:18.329469Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:14:18.329749Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:15:18.330040Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:16:18.330316Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:17:18.330594Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:18:18.330849Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:19:18.331157Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:20:18.331518Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:21:18.331824Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:22:18.332085Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:23:18.332408Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:24:18.332681Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:25:18.332946Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:26:18.333210Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:27:18.333488Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:28:18.333763Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:29:18.334031Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:30:18.334284Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:31:18.334559Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:32:18.334874Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:33:18.335172Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:34:18.335435Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:35:18.335697Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:36:18.335947Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:37:18.336198Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:38:18.336671Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:39:18.337123Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:40:18.337385Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:41:18.337618Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:42:18.337846Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:43:18.338188Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:44:18.338543Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:45:18.338787Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:46:18.339077Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:47:18.339438Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:48:18.339726Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:49:18.340059Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:50:18.340386Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:51:18.340700Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:52:18.341015Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:53:18.341459Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:54:18.341740Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:55:18.342022Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:56:18.342304Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:57:18.343316Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:58:18.343618Z] ❌ Error: No module named 'kai_api'
[2026-04-10T21:59:18.343903Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:00:18.344187Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:01:18.344506Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:02:18.344812Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:03:18.345857Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:04:18.346156Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:05:18.346446Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:06:18.346698Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:07:18.346987Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:08:18.347278Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:09:18.347583Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:10:18.347874Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:11:18.348192Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:12:18.348503Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:13:18.348852Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:14:18.349168Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:15:18.349486Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:16:18.349844Z] ❌ Error: No module named 'kai_api'
